id,labels,name,canonicalName,label,vault,relativePath,obsidianUrl,sourcePath,sourceVault,sourceFolder,nodeType,domain,subdomain,assetClass,sector,industry,country,jurisdiction,tags,status,signalStatus,confidence,conviction,timeframe,frequency,lastUpdated,date,asOfDate,ticker,exchange,symbol,currency,instrumentType,currentValue,trend,source,provider,dataType,datePulled,freshnessDate,summary,url
world:etf:ETF,ETF;Entity,ETF,ETF,ETF,World_Machine,Entities/ETFs/ETF.md,obsidian://open?vault=World_Machine&file=Entities%2FETFs%2FETF.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Entities\ETFs\ETF.md,World_Machine,Entities,etf,Entities,ETFs,,,,,,,,,,,,,,,2026-06-01,,,,,,,,,,,,,,
world:etf:PSIL,ETF;Entity,PSIL,PSIL,PSIL,World_Machine,Entities/ETFs/PSIL.md,obsidian://open?vault=World_Machine&file=Entities%2FETFs%2FPSIL.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Entities\ETFs\PSIL.md,World_Machine,Entities,etf,Entities,ETFs,,[[Healthcare]],,[[USA]],,etf;biotech;psychedelics;mental-health,Active,,,,,,,,2026-06-01,PSIL,NYSE Arca,PSIL,,,,,,,,,,,
